Datetime,Load (MW),Wind (MW),Solar (MW),NatGas (MW),Market Price ($/MWh)
2015-05-26 16:00:00,0,19.62,72.77994887720986,0,43030.0
2015-05-26 17:00:00,0,15.27,81.0973262647929,0,42430.0
2015-05-26 18:00:00,0,11.02,34.59116298656501,0,36550.0
2015-05-26 19:00:00,0,11.7,0.42781068087766366,0,31110.0
2015-05-26 20:00:00,0,16.64,0.0,0,30960.0
2015-05-26 21:00:00,0,23.99,0.0,0,25880.0
2015-05-26 22:00:00,0,26.1,0.0,0,23560.0
2015-05-26 23:00:00,0,26.97,0.0,0,18700.0
2015-05-27 00:00:00,0,18.58,0.0,0,18610.0
2015-05-27 01:00:00,0,9.57,0.0,0,17250.0
2015-05-27 02:00:00,0,0.8,0.0,0,16600.0
2015-05-27 03:00:00,0,0.0,0.0,0,15950.0
2015-05-27 04:00:00,0,2.87,0.0,0,16079.999999999998
2015-05-27 05:00:00,0,15.94,2.429230877452372,0,16180.0
2015-05-27 06:00:00,0,21.68,35.34021964514995,0,15710.0
2015-05-27 07:00:00,0,11.34,67.92061051637367,0,17910.0
2015-05-27 08:00:00,0,12.73,95.11966306087079,0,20080.0
2015-05-27 09:00:00,0,23.64,100.0,0,24230.0
2015-05-27 10:00:00,0,31.33,100.0,0,25950.0
2015-05-27 11:00:00,0,33.16,100.0,0,27450.0
2015-05-27 12:00:00,0,29.73,100.0,0,34470.0
2015-05-27 13:00:00,0,23.76,97.65154780933943,0,36170.0
2015-05-27 14:00:00,0,19.77,98.38081242248462,0,34770.0
2015-05-27 15:00:00,0,18.37,100.0,0,28300.0
2015-05-27 16:00:00,0,20.29,86.79491728235466,0,18760.0
2015-05-27 17:00:00,0,25.46,36.88384709552393,0,15400.0
2015-05-27 18:00:00,0,40.2,6.608796280748546,0,13310.0
2015-05-27 19:00:00,0,72.1,0.0483771174142629,0,20340.0
2015-05-27 20:00:00,0,122.53,0.0,0,24450.0
2015-05-27 21:00:00,0,125.79,0.0,0,22830.0
2015-05-27 22:00:00,0,114.65,0.0,0,15180.0
2015-05-27 23:00:00,0,103.15,0.0,0,11670.0
2015-05-28 00:00:00,0,104.47,0.0,0,4160.0
2015-05-28 01:00:00,0,108.23,0.0,0,2130.0
2015-05-28 02:00:00,0,99.6,0.0,0,110.0
2015-05-28 03:00:00,0,74.89,0.0,0,-100.0
2015-05-28 04:00:00,0,65.71,0.0,0,-310.0
2015-05-28 05:00:00,0,62.65,0.0,0,2150.0
2015-05-28 06:00:00,0,53.2,2.393781592591593,0,4710.0
2015-05-28 07:00:00,0,44.36,7.082016420743013,0,12370.0
2015-05-28 08:00:00,0,30.98,14.128267417025471,0,16920.0
2015-05-28 09:00:00,0,41.95,17.47556130707498,0,18660.0
2015-05-28 10:00:00,0,58.18,29.79859377226948,0,18680.0
2015-05-28 11:00:00,0,52.8,61.865735751130046,0,20710.0
2015-05-28 12:00:00,0,49.98,78.8911041991303,0,21280.0
2015-05-28 13:00:00,0,50.88,100.0,0,20180.0
2015-05-28 14:00:00,0,45.92,100.0,0,19810.0
2015-05-28 15:00:00,0,33.65,100.0,0,25280.0
2015-05-28 16:00:00,0,18.07,85.57383677565203,0,31360.0
2015-05-28 17:00:00,0,13.77,39.62163278249077,0,30840.0
2015-05-28 18:00:00,0,28.01,20.99287883579635,0,27870.0
2015-05-28 19:00:00,0,63.89,0.5363261083854258,0,27760.0
2015-05-28 20:00:00,0,80.29,0.0,0,26760.0
2015-05-28 21:00:00,0,72.8,0.0,0,26000.0
2015-05-28 22:00:00,0,58.56,0.0,0,22580.0
2015-05-28 23:00:00,0,56.54,0.0,0,17220.0
2015-05-29 00:00:00,0,61.44,0.0,0,18050.0
2015-05-29 01:00:00,0,57.68,0.0,0,16900.0
2015-05-29 02:00:00,0,51.16,0.0,0,16040.0
2015-05-29 03:00:00,0,36.94,0.0,0,14500.0
2015-05-29 04:00:00,0,11.18,0.0,0,14780.0
2015-05-29 05:00:00,0,6.26,0.161984841753718,0,16110.0
2015-05-29 06:00:00,0,2.69,7.5384073560398495,0,15910.0
2015-05-29 07:00:00,0,0.02,23.13480688545494,0,17710.0
2015-05-29 08:00:00,0,0.0,23.753840544631903,0,20810.0
2015-05-29 09:00:00,0,0.0,29.524178379309618,0,24220.0
2015-05-29 10:00:00,0,0.0,33.45296288990966,0,26740.0
2015-05-29 11:00:00,0,0.0,36.53358740948918,0,27320.0
2015-05-29 12:00:00,0,0.0,64.42275511321886,0,28120.0
2015-05-29 13:00:00,0,0.0,72.51650642449015,0,31920.0
2015-05-29 14:00:00,0,0.0,72.01860873816516,0,31880.0
2015-05-29 15:00:00,0,0.0,49.84901252239914,0,34950.0
2015-05-29 16:00:00,0,0.0,50.734592503481174,0,40430.0
2015-05-29 17:00:00,0,0.0,39.39619940461497,0,39560.0
2015-05-29 18:00:00,0,0.0,11.054471519337019,0,32430.0
2015-05-29 19:00:00,0,0.01,0.1726378216216077,0,27800.0
2015-05-29 20:00:00,0,0.44,0.0,0,26200.0
2015-05-29 21:00:00,0,0.86,0.0,0,24630.0
2015-05-29 22:00:00,0,1.7,0.0,0,21160.0
2015-05-29 23:00:00,0,2.83,0.0,0,17880.0
2015-05-30 00:00:00,0,8.74,0.0,0,17490.0
2015-05-30 01:00:00,0,23.01,0.0,0,16940.0
2015-05-30 02:00:00,0,25.0,0.0,0,16610.0
2015-05-30 03:00:00,0,26.64,0.0,0,16350.000000000002
2015-05-30 04:00:00,0,28.15,0.0,0,16980.0
2015-05-30 05:00:00,0,29.6,0.5624383607876401,0,18140.0
2015-05-30 06:00:00,0,31.04,3.629582762300656,0,19700.0
2015-05-30 07:00:00,0,32.4,15.579073963086959,0,21790.0
2015-05-30 08:00:00,0,32.31,19.87655301970719,0,27100.0
2015-05-30 09:00:00,0,29.16,25.43037088403732,0,27040.0
2015-05-30 10:00:00,0,26.15,30.969724195231652,0,28260.0
2015-05-30 11:00:00,0,25.99,38.00595489199943,0,29710.0
2015-05-30 12:00:00,0,25.45,53.68417320403485,0,30820.0
2015-05-30 13:00:00,0,21.68,80.53917737134122,0,35930.0
2015-05-30 14:00:00,0,16.37,93.16896575584909,0,41820.0
2015-05-30 15:00:00,0,14.91,80.56332111837665,0,46190.0
2015-05-30 16:00:00,0,15.86,60.590717744465294,0,49170.0
2015-05-30 17:00:00,0,18.46,44.29285557032251,0,47080.0
2015-05-30 18:00:00,0,18.06,5.8738769794697046,0,37050.0
2015-05-30 19:00:00,0,22.78,0.0,0,30370.0
2015-05-30 20:00:00,0,30.82,0.0,0,27780.0
2015-05-30 21:00:00,0,33.65,0.0,0,23670.0
2015-05-30 22:00:00,0,26.63,0.0,0,19680.0
2015-05-30 23:00:00,0,16.89,0.0,0,17540.0
2015-05-31 00:00:00,0,11.78,0.0,0,16500.0
2015-05-31 01:00:00,0,10.64,0.0,0,15740.0
2015-05-31 02:00:00,0,11.87,0.0,0,15630.0
2015-05-31 03:00:00,0,17.02,0.0,0,15550.0
2015-05-31 04:00:00,0,19.98,0.0,0,16000.0
2015-05-31 05:00:00,0,25.94,0.29615784956584545,0,17790.0
2015-05-31 06:00:00,0,15.93,7.290890667181404,0,18750.0
2015-05-31 07:00:00,0,10.46,16.64253833998313,0,23680.0
2015-05-31 08:00:00,0,6.62,43.97874651838202,0,26490.0
2015-05-31 09:00:00,0,6.8,67.44808132478165,0,27240.0
2015-05-31 10:00:00,0,5.15,36.61600536606729,0,29860.0
2015-05-31 11:00:00,0,3.4,39.99600832906021,0,30370.0
2015-05-31 12:00:00,0,1.2,62.24102974305331,0,33060.0
2015-05-31 13:00:00,0,0.03,83.09722763701252,0,37740.0
2015-05-31 14:00:00,0,0.0,89.81490421702594,0,38980.0
2015-05-31 15:00:00,0,0.0,63.606631626421716,0,35130.0
2015-05-31 16:00:00,0,0.34,44.19696307772775,0,38950.0
2015-05-31 17:00:00,0,2.98,24.60873335399366,0,29350.0
2015-05-31 18:00:00,0,11.16,32.98439018121894,0,27730.0
2015-05-31 19:00:00,0,28.87,0.6778242707463448,0,26130.0
2015-05-31 20:00:00,0,61.04,0.0,0,22050.0
2015-05-31 21:00:00,0,88.57,0.0,0,19710.0
2015-05-31 22:00:00,0,102.39,0.0,0,14470.0
2015-05-31 23:00:00,0,96.64,0.0,0,10460.0
